id,campus,goldribbon,district,county,street,city,zip,lowgrade,highgrade,region,aea,charter,magnet,peg,enrollment,percentafam,percentamindian,percentasian,percenthispanic,percentpacisl,percenttwo,percentwhite,percentecodis,mobilitypct,totalreading,totalmath,r.notmeet.pct,rapproaches,rmeets,r.masters.pct,m.notmeet.pct,mapproaches,mmeets,m.masters.pct,sat.act.part.rate,sat,act,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,elem/middle.total.score.33.33.33,high.total.score.25.25.25.25(HS),staterank2018,staterank2017,staterank2016,staterank2015,grade2018,grade2017,grade2016,grade2015,2018 regional rank,2017 regional rank,2016 regional rank,2015 regional rank,level,e.avg(HS),a.avg(HS),g.rate.6yr(HS),g.rate.5yr(HS),g.rate.4yr(HS),g.rate.car(HS),college.rd(HS),college.rd.grade(HS)
101915049,Ulrich Int,No,Klein ISD,HARRIS COUNTY,10103 SPRING CYPRESS RD,KLEIN,77070,6,8,4,N,No,No,No,1231,14.22%,0.16%,8.69%,43.46%,0.08%,3.09%,30.30%,46.87%,14.1,1211,1065,25.0206441,75.00%,39.80181668,20.06606111,22.0657277,77.90%,40.38%,10.14084507,NA,N/A,N/A,NA,NA,47.58809662,49.4803009,48.53419876,NA,NA,NA,NA,145,122,40.08870177,C,-3.193541511,36.89516026,C,D,41.79751424,NA,992,591,626,568,C+,B+,B,B+,185/328,113/316,113/316/302,113/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101807101,Univ Of Houston Charter Sch-Tech,No,University Of Houston Charter School,HARRIS COUNTY,3855 HOLMAN ST MELCHER GYM 100,HOUSTON,77204-6019,KG,5,4,N,Yes,No,No,128,35.16%,0.00%,3.91%,42.19%,0.00%,4.69%,14.06%,32.81%,3.8,59,59,20.33898305,79.70%,52.54237288,22.03389831,30.50847458,69.50%,35.59%,15.25423729,NA,N/A,N/A,NA,NA,56.57045364,50.85443115,53.7124424,NA,NA,NA,NA,NA,NA,44.06779661,C,-11.35904442,32.70875219,D,B,43.45283407,NA,2433,1328,N/A,N/A,C,B+,N/A,N/A,513/892,307/878,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101914128,Ursula Stephens El,No,Katy ISD,HARRIS COUNTY,2715 FRY RD,KATY,77494,EE,5,4,N,No,No,No,718,11.14%,0.97%,4.18%,68.25%,0.14%,0.97%,14.35%,69.64%,12.4,336,336,13.69047619,85.10%,52.38095238,27.97619048,12.20238095,87.80%,51.19%,21.13095238,NA,N/A,N/A,NA,NA,53.77511597,49.47068787,51.62290192,NA,NA,NA,NA,NA,NA,51.78571429,B,13.18818006,64.97389434,B,C,56.07137601,NA,1020,2457,1305,440,B,C,B+,A,243/892,513/878,309/856,309/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101920115,Valley Oaks El,No,Spring Branch ISD,HARRIS COUNTY,8390 WESTVIEW DR,HOUSTON,77055,EE,5,4,N,No,No,No,618,0.97%,0.32%,8.90%,24.92%,0.00%,2.75%,62.14%,14.40%,6.1,290,291,13.79310345,86.20%,71.37931034,48.27586207,18.55670103,81.40%,61.51%,35.05154639,NA,N/A,N/A,NA,NA,57.24934769,48.66109467,52.95522118,NA,NA,NA,NA,NA,NA,66.44566892,A,-0.990489046,65.45517987,A,B,61.5570713,NA,598,519,573,533,B+,A,A,A,158/892,140/878,165/856,165/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170908109,Valley Ranch El,No,New Caney ISD,MONTGOMERY COUNTY,21700 VLY RANCH CROSSING,PORTER,77365,EE,5,6,N,No,No,No,713,2.95%,0.56%,1.40%,45.16%,0.00%,3.09%,46.84%,55.82%,16.2,334,334,38.32335329,61.10%,29.64071856,15.26946108,27.84431138,71.30%,38.32%,16.46706587,NA,N/A,N/A,NA,NA,49.50985718,50.75412369,50.13199044,NA,NA,NA,NA,NA,NA,33.98203593,D,-10.31005342,23.67198251,F,C,35.89274095,NA,3434,3124,3781,3547,D,D+,F,D-,707/892,651/878,783/856,783/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912285,Valley West El,No,Houston ISD,HARRIS COUNTY,10707 S GESSNER DR,HOUSTON,77071-3507,EE,5,4,N,No,Yes,No,871,44.78%,0.00%,1.84%,50.52%,0.23%,0.80%,1.84%,89.78%,14.6,392,392,35.20408163,64.50%,34.18367347,19.13265306,30.10204082,69.60%,37.24%,20.66326531,NA,N/A,N/A,NA,NA,46.79030991,46.94067383,46.86549187,NA,NA,NA,NA,NA,NA,35.71428571,D,1.149279498,36.86356521,D,F,39.77463315,NA,2939,790,1128,1458,D+,A-,B+,B,621/892,197/878,275/856,275/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101814101,Varnett Charter School,No,The Varnett Public School,HARRIS COUNTY,5025 S WILLOW,HOUSTON,77035,PK,6,4,N,Yes,No,No,692,66.18%,0.14%,0.14%,28.61%,0.00%,0.29%,4.62%,94.51%,12.7,218,218,46.78899083,51.40%,24.7706422,8.71559633,42.20183486,56.00%,25.23%,10.09174312,NA,N/A,N/A,NA,NA,44.46858597,42.51052094,43.48955346,NA,NA,NA,NA,NA,NA,25,F,-9.159647247,15.84035275,F,F,28.08185877,NA,4148,4259,3542,4339,F,F,D-,F,828/892,847/878,745/856,745/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20905110,Velasco El,No,Brazosport ISD,BRAZORIA COUNTY,P O DRAWER Z,FREEPORT,77541-1926,2,4,4,N,No,No,Yes,638,12.07%,1.10%,0.31%,69.91%,0.16%,2.35%,14.11%,81.66%,21.2,224,224,41.96428571,57.60%,29.01785714,15.625,31.25,68.80%,41.52%,22.76785714,NA,N/A,N/A,NA,NA,48.43537903,48.48474503,48.46006203,NA,NA,NA,NA,NA,NA,35.26785714,D,-0.424423554,34.84343359,D,D,39.48426047,NA,2986,3313,3839,3810,D+,D,F,F,632/892,677/878,792/856,792/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101911122,Victoria Walker El,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522,EE,5,4,N,No,No,No,795,13.96%,0.50%,6.54%,52.20%,0.13%,2.01%,24.65%,42.52%,8.9,410,410,28.29268293,71.70%,44.14634146,25.6097561,20.73170732,79.30%,52.68%,31.95121951,NA,N/A,N/A,NA,NA,56.3255806,57.77983856,57.05270958,NA,NA,NA,NA,NA,NA,48.41463415,C,-2.065716352,46.34891779,C,A,50.55481509,NA,1594,2519,2040,1591,B-,C,C+,B,353/892,528/878,445/856,445/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101902008,Victory Early College H S,Yes,Aldine ISD,HARRIS COUNTY,2330 S VICTORY ST,HOUSTON,77088,9,12,4,N,No,No,No,430,12.79%,0.00%,3.02%,82.09%,0.00%,0.70%,1.40%,83.95%,3.6,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1499 (avg.: 1375),22.2 (avg.: 20.3),40,20.9,52.21978378,48.48286819,50.35132599,104,93,103,97,83,65,85.05034631,A,45.95890299,131.0092493,A,C,NA,87.46377288,38,245,167,126,A+,A-,A,A,9/191,57/187,41/171,41/171/162,High school,91.78743961,78.31325301,0.926605505,0.965217391,0.983739837,0.983739837,83.44416992,A
84910048,Victory Lakes Int,No,Clear Creek ISD,GALVESTON COUNTY,2880 W WALKER,LEAGUE CITY,77573,6,8,4,N,No,No,No,1075,9.02%,0.28%,6.14%,28.84%,0.09%,3.44%,52.19%,18.42%,7,1065,990,17.27699531,82.70%,52.20657277,27.69953052,18.58585859,81.40%,48.08%,15.75757576,NA,N/A,N/A,NA,NA,50.24807739,46.71627045,48.48217392,NA,NA,NA,NA,74,74,50.14369043,B,-11.2468812,38.89680923,C,D,45.7950503,NA,768,560,386,444,B-,B+,A-,A-,146/328,111/316,111/316/302,111/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912489E,Victory Preparatory K-8 Academy (elementary),No,Houston ISD,HARRIS COUNTY,2903 JENSEN DR,HOUSTON,77026-6019,KG,8,4,N,No,No,Yes,312,91.99%,0.00%,0.00%,6.09%,0.00%,1.28%,0.64%,95.19%,0,204,188,52.94117647,47.10%,19.11764706,9.31372549,47.34042553,52.70%,17.55%,6.382978723,NA,N/A,N/A,NA,NA,43.49486923,47.11420441,45.30453682,NA,NA,NA,NA,18,11,18.33541927,F,-15.77868424,2.55673503,F,F,22.04349814,NA,4405,N/A,N/A,N/A,F,N/A,N/A,N/A,875/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912489M,Victory Preparatory K-8 Academy (middle),No,Houston ISD,HARRIS COUNTY,2903 JENSEN DR,HOUSTON,77026-6019,KG,8,4,N,No,No,Yes,312,91.99%,0.00%,0.00%,6.09%,0.00%,1.28%,0.64%,95.19%,0,204,188,52.94117647,47.10%,19.11764706,9.31372549,47.34042553,52.70%,17.55%,6.382978723,NA,N/A,N/A,NA,NA,43.49486923,47.11420441,45.30453682,NA,NA,NA,NA,18,11,18.33541927,F,-9.49250334,8.842915934,F,F,24.13679639,NA,1913,N/A,N/A,N/A,F,N/A,N/A,N/A,307/328,N/A,N/A,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101905101,Viola Cobb El,No,Channelview ISD,HARRIS COUNTY,915 DELL DALE ST,CHANNELVIEW,77530,KG,5,4,N,No,No,No,472,12.50%,1.69%,0.42%,75.85%,0.42%,0.21%,8.90%,79.45%,15.3,245,245,26.53061224,72.20%,35.91836735,17.95918367,13.46938776,85.30%,53.06%,26.53061224,NA,N/A,N/A,NA,NA,47.6242218,51.48827744,49.55624962,NA,NA,NA,NA,NA,NA,44.48979592,C,8.38403591,52.87383183,B,D,48.92431916,NA,1776,1938,3613,3537,C+,B-,F,D-,383/892,420/878,752/856,752/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170902069,Vogel Int,No,Conroe ISD,MONTGOMERY COUNTY,27125 GEFFERT WRIGHT LN,SPRING,77386,5,6,6,N,No,No,No,1067,9.84%,0.37%,2.62%,36.93%,0.00%,3.19%,47.05%,37.77%,10.6,1085,1086,20.82949309,79.20%,50.13824885,27.64976959,14.64088398,85.40%,53.31%,26.51933702,NA,N/A,N/A,NA,NA,51.61999893,51.65513611,51.63756752,NA,NA,NA,NA,NA,NA,51.72658299,B,-1.095960122,50.63062287,B,C,51.28025953,NA,1514,1215,1078,629,B-,B+,B+,A,338/892,282/878,269/856,269/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170904107,W Lloyd Meador El,No,Willis ISD,MONTGOMERY COUNTY,10020 FM 830,WILLIS,77318,PK,5,6,N,No,No,No,765,5.49%,0.92%,0.26%,37.52%,0.00%,2.35%,53.46%,58.04%,13.6,372,372,29.30107527,70.40%,42.47311828,20.96774194,15.59139785,84.10%,53.76%,27.41935484,NA,N/A,N/A,NA,NA,47.96451569,49.06623077,48.51537323,NA,NA,NA,NA,NA,NA,48.11827957,C,4.773492061,52.89177163,B,D,49.79196634,NA,1685,844,789,1317,C+,A-,A-,B+,369/892,206/878,215/856,215/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912252,Wainwright El,No,Houston ISD,HARRIS COUNTY,5330 MILWEE ST,HOUSTON,77092-6655,EE,5,4,N,No,Yes,Yes,612,13.24%,0.16%,0.82%,81.21%,0.00%,1.80%,2.78%,92.81%,22,268,268,43.28358209,55.60%,27.6119403,12.68656716,35.07462687,63.80%,37.31%,13.05970149,NA,N/A,N/A,NA,NA,42.89792633,36.11582947,39.5068779,NA,NA,NA,NA,NA,NA,32.46268657,D,-1.823882116,30.63880445,D,F,34.16858685,NA,3608,2812,3129,3084,D,C-,D,D+,744/892,583/878,657/856,657/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907137,Walker El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,6424 SETTLERS VILLAGE,KATY,77449,EE,5,4,N,No,No,No,930,24.73%,0.43%,3.66%,57.20%,0.11%,2.80%,11.08%,70.75%,15.5,460,461,30.43478261,69.30%,39.34782609,21.30434783,36.22559653,63.60%,29.50%,13.01518438,NA,N/A,N/A,NA,NA,54.5489006,47.22795486,50.88842773,NA,NA,NA,NA,NA,NA,34.42445534,D,-3.818895999,30.60555934,D,C,38.60084132,NA,3097,3164,2641,1803,D+,D+,C-,B-,645/892,658/878,568/856,568/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907130,Walker Station El,No,Fort Bend ISD,FORT BEND COUNTY,6200 HOMEWARD WAY BLVD,SUGAR LAND,77479-5873,EE,5,4,N,No,No,No,637,5.97%,0.47%,43.80%,9.73%,0.31%,7.22%,32.50%,5.49%,5.9,329,329,6.686930091,93.30%,81.45896657,60.48632219,6.382978723,93.60%,84.80%,64.74164134,NA,N/A,N/A,NA,NA,56.94835663,59.72838211,58.33836937,NA,NA,NA,NA,NA,NA,83.13069909,A,8.624795356,91.75549444,A,A,77.66377945,NA,75,93,84,110,A+,A+,A+,A+,24/892,31/878,30/856,30/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
237904002,Waller H S,No,Waller ISD,WALLER COUNTY,20950 FIELDS STORE RD,WALLER,77484,9,12,4,N,No,No,No,1955,9.92%,0.61%,0.66%,49.67%,0.15%,2.10%,36.88%,55.96%,11,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,81,1367 (avg.: 1375),18 (avg.: 20.3),14.4,34.7,46.99480438,46.9628067,46.97880554,628,234,609,253,402,127,35.480741,C,-6.9116373,28.5691037,D,F,NA,44.40182442,977,862,823,763,D+,C-,D+,C-,131/191,116/187,118/171,118/171/162,High school,39.3694422,31.5920398,0.830917874,0.787037037,0.824622532,0.830917874,66.57864745,D
237904041,Waller J H,No,Waller ISD,WALLER COUNTY,2402 WALLER ST,WALLER,77484-8402,6,8,4,N,No,No,No,712,16.99%,0.56%,0.98%,55.90%,0.00%,2.53%,23.03%,68.26%,9.6,703,637,28.0227596,72.00%,34.99288762,16.21621622,26.37362637,73.60%,37.52%,9.733124019,NA,N/A,N/A,NA,NA,47.89594269,48.92044067,48.40819168,NA,NA,NA,NA,68,54,36.25625543,C,2.359388747,38.61564418,C,D,41.0522704,NA,1032,1173,925,937,C,C-,C,C,195/328,197/316,197/316/302,197/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912253,Walnut Bend El,No,Houston ISD,HARRIS COUNTY,10620 BRIAR FOREST,HOUSTON,77042-2320,EE,5,4,N,No,No,No,750,32.93%,0.00%,3.60%,52.00%,0.40%,0.80%,10.27%,89.60%,14.5,338,338,36.09467456,62.70%,34.9112426,21.30177515,29.8816568,68.90%,39.64%,21.30177515,NA,N/A,N/A,NA,NA,50.87349701,50.73220444,50.80285073,NA,NA,NA,NA,NA,NA,37.27810651,D,2.693854662,39.97196117,D,C,42.64162183,NA,2548,1553,1470,1109,C-,B,B,B+,537/892,343/878,336/856,336/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20901107,Walt Disney El,No,Alvin ISD,BRAZORIA COUNTY,301 E HOUSE ST,ALVIN,77511-3581,3,5,4,N,No,No,No,567,3.00%,0.18%,0.53%,51.68%,0.00%,2.47%,42.15%,65.43%,16.4,566,568,28.62190813,70.80%,39.57597173,22.79151943,16.02112676,83.60%,52.82%,27.46478873,NA,N/A,N/A,NA,NA,53.98978806,54.58292389,54.28635598,NA,NA,NA,NA,NA,NA,46.19643657,C,6.005346996,52.20178357,B,B,50.84396384,NA,1560,1325,1412,2308,B-,B+,B,C,343/892,306/878,327/856,327/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84910115,Walter Hall El,No,Clear Creek ISD,GALVESTON COUNTY,5931 MEADOWSIDE,LEAGUE CITY,77573-4511,EE,5,4,N,No,No,No,837,4.78%,0.00%,5.73%,22.10%,0.12%,7.53%,59.74%,12.43%,6.3,425,424,14.82352941,85.20%,63.05882353,41.88235294,11.32075472,88.40%,62.50%,36.55660377,NA,N/A,N/A,NA,NA,51.10735703,52.56491852,51.83613778,NA,NA,NA,NA,NA,NA,62.77941176,B,-6.157377396,56.62203437,B,C,57.02211544,NA,950,1222,889,1041,B,A-,A-,A-,226/892,285/878,241/856,241/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907134,Walter Moses Burton El,No,Fort Bend ISD,FORT BEND COUNTY,1625 HUNTER GREEN LN,FRESNO,77545-9579,KG,5,4,N,No,No,Yes,401,71.82%,0.25%,0.25%,21.20%,0.00%,3.74%,2.74%,60.10%,17.3,230,230,38.69565217,61.30%,30,14.34782609,36.95652174,63.00%,26.52%,4.782608696,NA,N/A,N/A,NA,NA,43.58309174,41.89958191,42.74133683,NA,NA,NA,NA,NA,NA,28.26086957,F,-14.22503621,14.03583335,F,F,28.31766724,NA,4131,3814,3174,2893,F,F,D,D+,826/892,760/878,668/856,668/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912015,Waltrip H S,No,Houston ISD,HARRIS COUNTY,1900 W 34TH ST,HOUSTON,77018-6107,9,12,4,N,No,Yes,No,1612,14.89%,0.31%,0.43%,75.37%,0.06%,0.62%,8.31%,67.00%,18,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1174 (avg.: 1375),19.2 (avg.: 20.3),44.5,17.7,47.57027054,34.11414337,40.84220696,575,174,528,183,419,90,26.9229937,D,-12.71034832,14.21264538,F,F,NA,37.29673165,1197,777,924,618,D-,C,D-,C+,161/191,109/187,134/171,134/171/162,High school,32.3662738,21.4797136,0.745341615,0.747126437,0.797727273,0.797727273,67.20908057,D
101907149,Warner El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,19545 CYPRESS N HOUSTON,CYPRESS,77433,KG,5,4,N,No,No,No,1230,11.71%,0.41%,18.78%,18.78%,0.08%,3.33%,46.91%,9.11%,6.7,644,646,9.161490683,90.80%,70.65217391,53.41614907,6.965944272,93.00%,76.01%,52.47678019,NA,N/A,N/A,NA,NA,55.44854736,56.91911697,56.18383217,NA,NA,NA,NA,NA,NA,73.32918293,A,1.784457254,75.11364019,A,A,68.14067621,NA,298,212,303,89,A-,A+,A+,A+,87/892,65/878,102/856,102/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912016,Washington B T H S,No,Houston ISD,HARRIS COUNTY,119 E 39TH ST,HOUSTON,77018-6545,9,12,4,N,No,Yes,Yes,760,53.68%,0.39%,0.13%,43.29%,0.13%,1.45%,0.92%,72.76%,27.8,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,78,1181 (avg.: 1375),17.9 (avg.: 20.3),32.3,12.8,42.38698578,41.17486954,41.78092766,307,47,254,40,234,27,13.52324146,F,-25.60244052,-12.07919906,F,F,NA,24.46306639,1391,1365,1134,1089,F,F,F,F,184/191,185/187,162/171,162/171/162,High school,15.50802139,11.53846154,0.609865471,0.668478261,0.531914894,0.668478261,54.62729551,F
170902043,Washington J H,No,Conroe ISD,MONTGOMERY COUNTY,507 DR MARTIN L KING PL N,CONROE,77301,7,8,6,N,No,No,No,772,8.94%,0.52%,0.13%,77.20%,0.00%,0.91%,12.31%,85.36%,14.2,762,721,33.85826772,66.10%,34.2519685,13.91076115,33.98058252,66.00%,37.17%,8.183079057,NA,N/A,N/A,NA,NA,47.46790695,48.84480286,48.15635491,NA,NA,NA,NA,41,41,35.71128245,C,6.357399478,42.06868193,C,D,41.93679432,NA,981,1104,1014,883,C+,C,C-,C+,182/328,186/316,186/316/302,186/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907045,Watkins Middle,No,Cypress-Fairbanks ISD,HARRIS COUNTY,4800 CAIRNVILLAGE ST,HOUSTON,77084-2554,6,8,4,N,No,No,No,1360,14.71%,0.59%,9.04%,63.38%,0.22%,2.13%,9.93%,70.00%,12,1354,1191,27.84342688,72.20%,38.03545052,15.65731167,30.56255248,69.40%,32.75%,9.991603694,NA,N/A,N/A,NA,NA,47.97013474,51.74415588,49.85714531,NA,NA,NA,NA,161,151,35.39052123,C,2.191445439,37.58196667,C,D,40.90226786,NA,1045,1124,775,686,C,C,C+,B,198/328,190/316,190/316/302,190/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
84910119,Wedgewood El,No,Clear Creek ISD,GALVESTON COUNTY,4000 FRIENDSWOOD LINK RD,FRIENDSWOOD,77546-4221,EE,5,4,N,No,No,No,766,9.27%,0.52%,4.18%,33.55%,0.00%,6.53%,45.95%,41.38%,14.1,346,347,21.96531792,78.00%,49.42196532,28.61271676,20.4610951,79.50%,44.38%,25.36023055,NA,N/A,N/A,NA,NA,48.98859787,51.67379379,50.33119583,NA,NA,NA,NA,NA,NA,46.90118439,C,-4.127971355,42.77321303,C,C,46.62186255,NA,2036,2276,1308,2584,C+,C+,B+,C-,432/892,486/878,310/856,310/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912056,Welch Middle,No,Houston ISD,HARRIS COUNTY,11544 S GESSNER,HOUSTON,77071-2297,6,8,4,N,No,Yes,Yes,800,51.50%,0.38%,1.13%,43.38%,0.00%,0.88%,2.75%,88.13%,30.4,781,756,50.19206146,49.80%,16.77336748,5.505761844,50.13227513,49.90%,17.59%,2.248677249,NA,N/A,N/A,NA,NA,47.63751221,45.99722672,46.81736947,NA,NA,NA,NA,25,20,17.18298004,F,-11.66960306,5.51337698,F,F,23.14807092,NA,1937,1867,1521,1694,F,F,F,F,308/328,299/316,299/316/302,299/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912254,Wesley El,No,Houston ISD,HARRIS COUNTY,800 DILLARD ST,HOUSTON,77091-2301,EE,5,4,N,No,No,Yes,324,77.47%,0.31%,0.00%,16.36%,0.00%,0.93%,4.94%,98.46%,37.5,135,136,68.88888889,29.60%,14.07407407,6.666666667,65.44117647,31.60%,11.03%,2.205882353,NA,N/A,N/A,NA,NA,43.52933502,43.59415817,43.5617466,NA,NA,NA,NA,NA,NA,12.55174292,F,-21.39700377,-8.845260846,F,F,15.74032015,NA,4491,4388,4068,3864,F,F,F,F,890/892,870/878,831/856,831/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20907042,West Brazos J H,No,Columbia-Brazoria ISD,BRAZORIA COUNTY,P O BOX 158,WEST COLUMBIA,77486-0158,7,8,4,N,No,No,No,451,12.20%,0.44%,0.22%,24.83%,0.00%,2.44%,59.87%,53.66%,11,433,388,37.87528868,62.10%,35.1039261,13.85681293,41.75257732,58.20%,27.06%,6.958762887,NA,N/A,N/A,NA,NA,43.95388794,44.57883072,44.26635933,NA,NA,NA,NA,47,46,31.08289088,D,-9.286691049,21.79619983,F,F,32.34943487,NA,1585,1481,1038,1185,D,D,C-,D+,267/328,243/316,243/316/302,243/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912099,West Briar Middle,No,Houston ISD,HARRIS COUNTY,13733 BRIMHURST,HOUSTON,77077-1770,6,8,4,N,No,No,No,1042,26.87%,0.10%,7.29%,40.21%,0.19%,1.63%,23.70%,55.47%,15.3,1026,908,19.20077973,80.80%,53.11890838,28.75243665,15.52863436,84.50%,53.08%,19.9339207,NA,N/A,N/A,NA,NA,54.64864731,54.99198151,54.82031441,NA,NA,NA,NA,123,73,53.10130441,B,13.53756632,66.63887073,A,B,58.12864302,NA,280,239,188,331,B+,A,A,A-,67/328,54/316,54/316/302,54/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
20907102,West Columbia El,No,Columbia-Brazoria ISD,BRAZORIA COUNTY,P O BOX 158,WEST COLUMBIA,77486-0158,EE,6,4,N,No,No,No,806,12.28%,1.24%,0.12%,27.67%,0.00%,4.09%,54.59%,52.23%,11.1,433,435,36.95150115,63.00%,34.64203233,16.62817552,28.50574713,71.50%,35.63%,13.79310345,NA,N/A,N/A,NA,NA,51.18161011,47.15128326,49.16644669,NA,NA,NA,NA,NA,NA,35.13710812,D,-10.7572593,24.37984882,F,D,36.19157341,NA,3402,1945,1583,2330,D,B-,B,C,704/892,422/878,355/856,355/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101914103,West Memorial El,No,Katy ISD,HARRIS COUNTY,22605 PROVINCIAL BLVD,KATY,77450-1698,EE,5,4,N,No,No,No,794,17.25%,0.63%,7.05%,32.62%,0.00%,4.79%,37.66%,45.21%,18.4,357,357,23.52941176,76.50%,44.81792717,24.64985994,17.08683473,82.90%,52.38%,28.85154062,NA,N/A,N/A,NA,NA,54.79574203,56.95068359,55.87321281,NA,NA,NA,NA,NA,NA,48.59943978,C,-0.588549207,48.01089057,C,A,50.77701987,NA,1567,1923,1594,1266,B-,B-,B,B+,347/892,415/878,357/856,357/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101914042,West Memorial J H,No,Katy ISD,HARRIS COUNTY,22311 PROVINCIAL BLVD,KATY,77450-1699,6,8,4,N,No,No,No,802,13.72%,0.37%,5.49%,38.78%,0.12%,3.87%,37.66%,45.51%,11.9,795,730,24.27672956,75.70%,43.01886792,18.36477987,26.02739726,74.00%,37.40%,12.19178082,NA,N/A,N/A,NA,NA,48.627491,50.77610397,49.70179749,NA,NA,NA,NA,69,68,40.2080641,C,-3.695279019,36.51278508,C,D,42.09874134,NA,968,986,692,650,C+,C+,B-,B,181/328,167/316,167/316/302,167/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912255,West University El,No,Houston ISD,HARRIS COUNTY,3756 UNIVERSITY BLVD,HOUSTON,77005-2828,KG,5,4,N,No,No,No,1272,2.44%,0.08%,19.89%,9.98%,0.00%,4.56%,63.05%,1.42%,4.3,592,592,2.195945946,97.80%,90.70945946,76.68918919,2.027027027,98.00%,88.18%,70.77702703,NA,N/A,N/A,NA,NA,59.14303589,58.71545792,58.92924691,NA,NA,NA,NA,NA,NA,89.44256757,A,11.43504176,100.8776093,A,A,83.00005813,NA,20,75,10,2,A+,A+,A+,A+,6/892,25/878,5/856,5/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84910049,Westbrook Int,No,Clear Creek ISD,GALVESTON COUNTY,302 W EL DORADO BLVD,FRIENDSWOOD,77546,6,8,4,N,No,Yes,No,1135,8.63%,0.18%,28.19%,30.75%,0.00%,3.61%,28.63%,25.37%,5.2,1118,948,9.39177102,90.60%,69.8568873,46.15384615,7.383966245,92.60%,71.20%,43.35443038,NA,N/A,N/A,NA,NA,53.69666672,55.6486969,54.67268181,NA,NA,NA,NA,143,143,70.52970947,A,14.57999219,85.10970166,A,B,70.03392695,NA,88,54,63,52,A,A+,A+,A+,27/328,18/316,18/316/302,18/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912017,Westbury H S,No,Houston ISD,HARRIS COUNTY,11911 CHIMNEY ROCK,HOUSTON,77035-4503,9,12,4,N,No,No,Yes,2190,33.29%,0.46%,3.97%,59.41%,0.23%,0.41%,2.24%,78.22%,24.3,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1086 (avg.: 1375),15.7 (avg.: 20.3),42.6,17.1,45.09316254,39.83439255,42.46377755,871,154,790,164,793,104,16.12992371,F,-22.86924432,-6.739320611,F,F,NA,26.60250596,1383,1346,1115,1116,F,F,F,F,181/191,179/187,157/171,157/171/162,High school,19.14509332,13.1147541,0.583261432,0.625,0.580985915,0.625,54.55564321,F
